#term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
PMID:35967310	(2022) Monocyte biology conserved across species: Functional insights from cattle.	51	282	0.38	0.0027	9606.ENSP00000075120,9606.ENSP00000223795,9606.ENSP00000227752,9606.ENSP00000228740,9606.ENSP00000251582,9606.ENSP00000261267,9606.ENSP00000262424,9606.ENSP00000264908,9606.ENSP00000265077,9606.ENSP00000284818,9606.ENSP00000287820,9606.ENSP00000293778,9606.ENSP00000295408,9606.ENSP00000296545,9606.ENSP00000306003,9606.ENSP00000313437,9606.ENSP00000313967,9606.ENSP00000321797,9606.ENSP00000330341,9606.ENSP00000330959,9606.ENSP00000332049,9606.ENSP00000352071,9606.ENSP00000356030,9606.ENSP00000356037,9606.ENSP00000357726,9606.ENSP00000358596,9606.ENSP00000360871,9606.ENSP00000362410,9606.ENSP00000363770,9606.ENSP00000363773,9606.ENSP00000363869,9606.ENSP00000368450,9606.ENSP00000369286,9606.ENSP00000373574,9606.ENSP00000379111,9606.ENSP00000380421,9606.ENSP00000386380,9606.ENSP00000412237,9606.ENSP00000415416,9606.ENSP00000416293,9606.ENSP00000416330,9606.ENSP00000419446,9606.ENSP00000427279,9606.ENSP00000440864,9606.ENSP00000446007,9606.ENSP00000477908,9606.ENSP00000479870,9606.ENSP00000484383,9606.ENSP00000496355,9606.ENSP00000496959,9606.ENSP00000498879	SLC2A3,TNFSF8,IL10RA,LTA4H,ADAMTS2,LYZ,CRISPLD2,ANXA3,VCAN,LY96,PPARG,CXCL16,MERTK,IL15,ATP5ME,MMP19,C1QB,FGF8,SOCS3,IL1R2,CD86,CD163,CD55,C4BPA,S100A12,DUSP5,FCN1,MAFB,C1QC,C1QA,VSIG4,CD83,LY86,ACVRL1,IL4R,IL15RA,IL1R1,IL10,TRIB3,SLC2A1,TGFBI,ADAM9,CXCL2,NR4A1,VIM,CCL3,ALOX5AP,TARM1,TLR5,ITGAM,CD59
PMID:36264636	(2022) Single-cell transcriptome analyses reveal microglia types associated with proliferative retinopathy.	19	48	0.72	0.0027	9606.ENSP00000239938,9606.ENSP00000264832,9606.ENSP00000297258,9606.ENSP00000300035,9606.ENSP00000301633,9606.ENSP00000320171,9606.ENSP00000345571,9606.ENSP00000348838,9606.ENSP00000368458,9606.ENSP00000376553,9606.ENSP00000380070,9606.ENSP00000420384,9606.ENSP00000440864,9606.ENSP00000445175,9606.ENSP00000455897,9606.ENSP00000477908,9606.ENSP00000495530,9606.ENSP00000496166,9606.ENSP00000496959	EGR1,ICAM1,FABP5,PCLAF,BIRC5,PKM,E2F1,UBE2C,PCNA,TMEM119,GAPDH,CST7,NR4A1,LDHA,MRC1,CCL3,ENO1,ALDOA,ITGAM
PMID:35013299	(2022) Single cell transcriptomic landscape of diabetic foot ulcers.	32	132	0.51	0.0028	9606.ENSP00000075120,9606.ENSP00000216797,9606.ENSP00000218388,9606.ENSP00000221978,9606.ENSP00000228938,9606.ENSP00000242465,9606.ENSP00000261267,9606.ENSP00000265077,9606.ENSP00000267953,9606.ENSP00000268638,9606.ENSP00000273550,9606.ENSP00000274063,9606.ENSP00000303920,9606.ENSP00000312002,9606.ENSP00000313391,9606.ENSP00000339328,9606.ENSP00000341610,9606.ENSP00000342082,9606.ENSP00000351671,9606.ENSP00000352071,9606.ENSP00000355958,9606.ENSP00000357643,9606.ENSP00000363773,9606.ENSP00000366109,9606.ENSP00000376678,9606.ENSP00000377536,9606.ENSP00000380070,9606.ENSP00000398632,9606.ENSP00000400175,9606.ENSP00000446007,9606.ENSP00000463939,9606.ENSP00000496494	SLC2A3,NFKBIA,TIMP1,NKG7,MGP,SRGN,LYZ,VCAN,BCL2A1,IRF8,FTH1,SFRP2,MZB1,HAVCR2,DAB2,PLAUR,C15orf48,SLPI,CCL20,CD163,DTL,MKI67,C1QA,ANXA1,TAGLN,PTTG1,GAPDH,CD44,RHOA,VIM,ARHGDIA,TPM2
PMID:31396666	(2019) Prospects and challenges of imaging neuroinflammation beyond TSPO in Alzheimers disease.	25	84	0.6	0.0028	9606.ENSP00000231061,9606.ENSP00000236671,9606.ENSP00000254301,9606.ENSP00000261233,9606.ENSP00000265113,9606.ENSP00000273550,9606.ENSP00000282397,9606.ENSP00000295408,9606.ENSP00000296545,9606.ENSP00000297258,9606.ENSP00000330341,9606.ENSP00000331831,9606.ENSP00000340684,9606.ENSP00000345344,9606.ENSP00000357721,9606.ENSP00000358165,9606.ENSP00000363773,9606.ENSP00000375616,9606.ENSP00000377783,9606.ENSP00000379563,9606.ENSP00000381448,9606.ENSP00000398632,9606.ENSP00000444810,9606.ENSP00000447730,9606.ENSP00000497642	SPARC,CTSD,LGALS3,IRAK3,SLC1A3,FTH1,FLT1,MERTK,IL15,FABP5,SOCS3,GAS6,MAOA,CTSL,S100A8,FCGR1A,C1QA,LILRB4,PROS1,TSPO,CST3,CD44,FKBP5,CD63,LPL
PMID:36983903	(2023) Characterization of Cystatin B Interactome in Saliva from Healthy Elderly and Alzheimers Disease Patients.	18	43	0.75	0.0029	9606.ENSP00000216336,9606.ENSP00000225275,9606.ENSP00000228938,9606.ENSP00000262865,9606.ENSP00000264474,9606.ENSP00000270776,9606.ENSP00000284981,9606.ENSP00000291568,9606.ENSP00000296435,9606.ENSP00000357709,9606.ENSP00000360671,9606.ENSP00000361405,9606.ENSP00000372136,9606.ENSP00000381448,9606.ENSP00000447730,9606.ENSP00000473348,9606.ENSP00000482841,9606.ENSP00000496959	CTSG,MPO,MGP,BPI,CSTA,PGD,APP,CSTB,CAMP,S100A6,SLC25A5,MMP9,DEFA1B,CST3,CD63,H6PD,CRABP2,ITGAM
PMID:37365222	(2023) Longitudinal whole blood transcriptomic analysis characterizes neutrophil activation and interferon signaling in moderate and severe COVID-19.	18	43	0.75	0.0029	9606.ENSP00000221515,9606.ENSP00000225275,9606.ENSP00000231751,9606.ENSP00000236826,9606.ENSP00000244336,9606.ENSP00000279022,9606.ENSP00000297435,9606.ENSP00000313967,9606.ENSP00000328359,9606.ENSP00000329920,9606.ENSP00000330341,9606.ENSP00000362108,9606.ENSP00000383382,9606.ENSP00000386380,9606.ENSP00000440066,9606.ENSP00000466090,9606.ENSP00000479536,9606.ENSP00000483430	RETN,MPO,LTF,MMP8,CEACAM8,MYL9,DEFA4,C1QB,DEFA3,MCEMP1,SOCS3,LCN2,GP1BB,IL1R1,JCHAIN,ELANE,CD177,IFI27
PMID:33420427	(2021) Tissue-specific transcriptional imprinting and heterogeneity in human innate lymphoid cells revealed by full-length single-cell RNA-sequencing.	34	147	0.49	0.0029	9606.ENSP00000164227,9606.ENSP00000215909,9606.ENSP00000216037,9606.ENSP00000216797,9606.ENSP00000221978,9606.ENSP00000227752,9606.ENSP00000228740,9606.ENSP00000239938,9606.ENSP00000245457,9606.ENSP00000264832,9606.ENSP00000267953,9606.ENSP00000271638,9606.ENSP00000285407,9606.ENSP00000286639,9606.ENSP00000287820,9606.ENSP00000293778,9606.ENSP00000296522,9606.ENSP00000297689,9606.ENSP00000351671,9606.ENSP00000357704,9606.ENSP00000357709,9606.ENSP00000363804,9606.ENSP00000366109,9606.ENSP00000368450,9606.ENSP00000379097,9606.ENSP00000379111,9606.ENSP00000380008,9606.ENSP00000380109,9606.ENSP00000386380,9606.ENSP00000398632,9606.ENSP00000440864,9606.ENSP00000472474,9606.ENSP00000482027,9606.ENSP00000496959	BCL3,LGALS1,XBP1,NFKBIA,NKG7,IL10RA,LTA4H,EGR1,PTGER2,ICAM1,BCL2A1,S100A11,KLF10,BATF,PPARG,CXCL16,HPGD,NFIL3,CCL20,S100A4,S100A6,KLF4,ANXA1,CD83,AREG,IL4R,LTB4R,NFKBID,IL1R1,CD44,NR4A1,IL4I1,NR4A3,ITGAM
PMID:32466294	(2020) Transcriptomic Response of Breast Cancer Cells MDA-MB-231 to Docosahexaenoic Acid: Downregulation of Lipid and Cholesterol Metabolism Genes and Upregulation of Genes of the Pro-Apoptotic ER-Stress Pathway.	30	118	0.53	0.0029	9606.ENSP00000216037,9606.ENSP00000225964,9606.ENSP00000228510,9606.ENSP00000253063,9606.ENSP00000261507,9606.ENSP00000262662,9606.ENSP00000271651,9606.ENSP00000286657,9606.ENSP00000287820,9606.ENSP00000305422,9606.ENSP00000307305,9606.ENSP00000309124,9606.ENSP00000312150,9606.ENSP00000322323,9606.ENSP00000345133,9606.ENSP00000347717,9606.ENSP00000355374,9606.ENSP00000355996,9606.ENSP00000361850,9606.ENSP00000363804,9606.ENSP00000367462,9606.ENSP00000369927,9606.ENSP00000370748,9606.ENSP00000380070,9606.ENSP00000386348,9606.ENSP00000415416,9606.ENSP00000454071,9606.ENSP00000479870,9606.ENSP00000496793,9606.ENSP00000497642	XBP1,COL1A1,MVK,SESN2,MSMO1,CDKN2C,CTSK,ADAMTS3,PPARG,CEBPB,DDIT4,OLR1,TRIB1,FAM20C,CDC42BPG,DHCR7,OSGIN1,G0S2,PLAU,KLF4,OLAH,AKR1C3,IDI1,GAPDH,SAPCD2,TRIB3,LDLR,ALOX5AP,COL9A3,LPL
PMID:27280065	(2016) Association of potential salivary biomarkers with diabetic retinopathy and its severity in type-2 diabetes mellitus: a proteomic analysis by mass spectrometry.	20	54	0.7	0.0029	9606.ENSP00000218388,9606.ENSP00000225275,9606.ENSP00000231751,9606.ENSP00000234347,9606.ENSP00000296435,9606.ENSP00000315130,9606.ENSP00000320171,9606.ENSP00000342082,9606.ENSP00000348170,9606.ENSP00000357721,9606.ENSP00000357727,9606.ENSP00000361405,9606.ENSP00000362108,9606.ENSP00000364802,9606.ENSP00000366109,9606.ENSP00000380070,9606.ENSP00000381448,9606.ENSP00000445175,9606.ENSP00000466090,9606.ENSP00000495530	TIMP1,MPO,LTF,PRTN3,CAMP,CLU,PKM,SLPI,HP,S100A8,S100A9,MMP9,LCN2,HSPA1A,ANXA1,GAPDH,CST3,LDHA,ELANE,ENO1
PMID:35812401	(2022) Dissecting the Single-Cell Transcriptome Network of Immune Environment Underlying Cervical Premalignant Lesion, Cervical Cancer and Metastatic Lymph Nodes.	32	133	0.51	0.0031	9606.ENSP00000216037,9606.ENSP00000218388,9606.ENSP00000221978,9606.ENSP00000233143,9606.ENSP00000236671,9606.ENSP00000239938,9606.ENSP00000260356,9606.ENSP00000264474,9606.ENSP00000265077,9606.ENSP00000291568,9606.ENSP00000303920,9606.ENSP00000312002,9606.ENSP00000335153,9606.ENSP00000352071,9606.ENSP00000357643,9606.ENSP00000357704,9606.ENSP00000357709,9606.ENSP00000357726,9606.ENSP00000360871,9606.ENSP00000362410,9606.ENSP00000363773,9606.ENSP00000364802,9606.ENSP00000368646,9606.ENSP00000378611,9606.ENSP00000398632,9606.ENSP00000404236,9606.ENSP00000412237,9606.ENSP00000420384,9606.ENSP00000440864,9606.ENSP00000447730,9606.ENSP00000455897,9606.ENSP00000477908	XBP1,TIMP1,NKG7,TMSB10,CTSD,EGR1,THBS1,CSTA,VCAN,CSTB,MZB1,HAVCR2,HSP90AA1,CD163,MKI67,S100A4,S100A6,S100A12,FCN1,MAFB,C1QA,HSPA1A,PRDX4,ARHGAP24,CD44,LILRA5,IL10,CST7,NR4A1,CD63,MRC1,CCL3
PMID:24828675	(2014) Whole blood gene expression profile associated with spontaneous preterm birth in women with threatened preterm labor.	16	33	0.81	0.0031	9606.ENSP00000218388,9606.ENSP00000246792,9606.ENSP00000296326,9606.ENSP00000296522,9606.ENSP00000314500,9606.ENSP00000330341,9606.ENSP00000339467,9606.ENSP00000342481,9606.ENSP00000379111,9606.ENSP00000387303,9606.ENSP00000398632,9606.ENSP00000447730,9606.ENSP00000450310,9606.ENSP00000480476,9606.ENSP00000496355,9606.ENSP00000496959	TIMP1,RRAS,ZDHHC19,HPGD,GALNT14,SOCS3,RHOG,ATP9A,IL4R,TDRD9,CD44,CD63,GPR84,OPLAH,TLR5,ITGAM
PMID:34128959	(2021) Multi-omic profiling reveals widespread dysregulation of innate immunity and hematopoiesis in COVID-19.	25	85	0.6	0.0032	9606.ENSP00000225275,9606.ENSP00000231751,9606.ENSP00000236826,9606.ENSP00000239938,9606.ENSP00000244336,9606.ENSP00000252483,9606.ENSP00000261233,9606.ENSP00000264908,9606.ENSP00000293778,9606.ENSP00000297435,9606.ENSP00000312002,9606.ENSP00000320171,9606.ENSP00000328359,9606.ENSP00000329920,9606.ENSP00000330959,9606.ENSP00000349446,9606.ENSP00000352071,9606.ENSP00000357643,9606.ENSP00000362108,9606.ENSP00000364597,9606.ENSP00000368450,9606.ENSP00000372136,9606.ENSP00000466090,9606.ENSP00000477908,9606.ENSP00000496355	MPO,LTF,MMP8,EGR1,CEACAM8,NECTIN2,IRAK3,ANXA3,CXCL16,DEFA4,HAVCR2,PKM,DEFA3,MCEMP1,IL1R2,ARG1,CD163,MKI67,LCN2,PADI4,CD83,DEFA1B,ELANE,CCL3,TLR5
PMID:37445637	(2023) LC-MSMS-Based Serum Metabolomics and Transcriptome Analyses for the Mechanism of Augmented Renal Clearance.	19	49	0.72	0.0033	9606.ENSP00000200652,9606.ENSP00000216392,9606.ENSP00000225275,9606.ENSP00000256637,9606.ENSP00000296522,9606.ENSP00000300900,9606.ENSP00000349446,9606.ENSP00000356030,9606.ENSP00000356047,9606.ENSP00000361405,9606.ENSP00000366109,9606.ENSP00000380008,9606.ENSP00000380070,9606.ENSP00000381448,9606.ENSP00000386165,9606.ENSP00000386380,9606.ENSP00000412237,9606.ENSP00000445175,9606.ENSP00000492001	SLC22A4,PYGL,MPO,SORT1,HPGD,CA4,ARG1,CD55,PFKFB2,MMP9,ANXA1,LTB4R,GAPDH,CST3,CEBPD,IL1R1,IL10,LDHA,PFKFB3
PMID:33967695	(2021) For Better or for Worse: A Look Into Neutrophils in Traumatic Spinal Cord Injury.	19	49	0.72	0.0033	9606.ENSP00000216336,9606.ENSP00000225275,9606.ENSP00000231751,9606.ENSP00000233997,9606.ENSP00000247271,9606.ENSP00000254301,9606.ENSP00000332194,9606.ENSP00000342082,9606.ENSP00000358155,9606.ENSP00000361405,9606.ENSP00000364597,9606.ENSP00000380008,9606.ENSP00000386380,9606.ENSP00000398632,9606.ENSP00000405453,9606.ENSP00000427279,9606.ENSP00000466090,9606.ENSP00000477908,9606.ENSP00000479536	CTSG,MPO,LTF,AZU1,OMG,LGALS3,H2AC20,SLPI,H2AC18,MMP9,PADI4,LTB4R,IL1R1,CD44,MSR1,CXCL2,ELANE,CCL3,CD177
PMID:36830206	(2023) Profiling the Immune Response to Periprosthetic Joint Infection and Non-Infectious Arthroplasty Failure.	26	92	0.58	0.0034	9606.ENSP00000215781,9606.ENSP00000216336,9606.ENSP00000216392,9606.ENSP00000225275,9606.ENSP00000231751,9606.ENSP00000236671,9606.ENSP00000261267,9606.ENSP00000261366,9606.ENSP00000262865,9606.ENSP00000264036,9606.ENSP00000297258,9606.ENSP00000302621,9606.ENSP00000346032,9606.ENSP00000348170,9606.ENSP00000351671,9606.ENSP00000357726,9606.ENSP00000361405,9606.ENSP00000381057,9606.ENSP00000384886,9606.ENSP00000387211,9606.ENSP00000398632,9606.ENSP00000412237,9606.ENSP00000427279,9606.ENSP00000443459,9606.ENSP00000466090,9606.ENSP00000477908	OSM,CTSG,PYGL,MPO,LTF,CTSD,LYZ,LMNB1,BPI,MCAM,FABP5,LRG1,ANXA2,HP,CCL20,S100A12,MMP9,RNASE1,IFI30,IL18R1,CD44,IL10,CXCL2,BCAT1,ELANE,CCL3
PMID:37043580	(2023) Single-cell RNA sequencing highlights intratumor heterogeneity and intercellular network featured in adamantinomatous craniopharyngioma.	35	156	0.48	0.0034	9606.ENSP00000215909,9606.ENSP00000221978,9606.ENSP00000227752,9606.ENSP00000228938,9606.ENSP00000254301,9606.ENSP00000254322,9606.ENSP00000261267,9606.ENSP00000263735,9606.ENSP00000265077,9606.ENSP00000265372,9606.ENSP00000293778,9606.ENSP00000295408,9606.ENSP00000297689,9606.ENSP00000309124,9606.ENSP00000312002,9606.ENSP00000321797,9606.ENSP00000332049,9606.ENSP00000344468,9606.ENSP00000348838,9606.ENSP00000352071,9606.ENSP00000356030,9606.ENSP00000364802,9606.ENSP00000377783,9606.ENSP00000386165,9606.ENSP00000398368,9606.ENSP00000398632,9606.ENSP00000405453,9606.ENSP00000412237,9606.ENSP00000427279,9606.ENSP00000446007,9606.ENSP00000455897,9606.ENSP00000468425,9606.ENSP00000477908,9606.ENSP00000484824,9606.ENSP00000496959	LGALS1,NKG7,IL10RA,MGP,LGALS3,DNAJB1,LYZ,EPCAM,VCAN,CREM,CXCL16,MERTK,NFIL3,OLR1,HAVCR2,FGF8,CD86,SDC3,UBE2C,CD163,CD55,HSPA1A,PROS1,CEBPD,LIFR,CD44,MSR1,IL10,CXCL2,VIM,MRC1,TK1,CCL3,MUC1,ITGAM
PMID:26251247	(2015) Remote Ischemic Conditioning Alters Methylation and Expression of Cell Cycle Genes in Aneurysmal Subarachnoid Hemorrhage.	14	24	0.89	0.0034	9606.ENSP00000216336,9606.ENSP00000225275,9606.ENSP00000231751,9606.ENSP00000287820,9606.ENSP00000305422,9606.ENSP00000309124,9606.ENSP00000312946,9606.ENSP00000342307,9606.ENSP00000378699,9606.ENSP00000386380,9606.ENSP00000389026,9606.ENSP00000405726,9606.ENSP00000465075,9606.ENSP00000496355	CTSG,MPO,LTF,PPARG,CEBPB,OLR1,STAB1,FOXM1,CDK1,IL1R1,CRISP3,CDC45,SPC24,TLR5
PMID:35669188	(2022) Digital Cell Atlas of Mouse Uterus: From Regenerative Stage to Maturational Stage.	20	55	0.69	0.0035	9606.ENSP00000221515,9606.ENSP00000221978,9606.ENSP00000224784,9606.ENSP00000260356,9606.ENSP00000263735,9606.ENSP00000293778,9606.ENSP00000313967,9606.ENSP00000332049,9606.ENSP00000356030,9606.ENSP00000362410,9606.ENSP00000363804,9606.ENSP00000366109,9606.ENSP00000368450,9606.ENSP00000368458,9606.ENSP00000398632,9606.ENSP00000412237,9606.ENSP00000440066,9606.ENSP00000440864,9606.ENSP00000455897,9606.ENSP00000477908	RETN,NKG7,ACTA2,THBS1,EPCAM,CXCL16,C1QB,CD86,CD55,MAFB,KLF4,ANXA1,CD83,PCNA,CD44,IL10,JCHAIN,NR4A1,MRC1,CCL3
PMID:34211975	(2021) Omics Approaches to Study Formation and Function of Human Placental Syncytiotrophoblast.	36	164	0.47	0.0035	9606.ENSP00000166139,9606.ENSP00000239938,9606.ENSP00000254722,9606.ENSP00000259915,9606.ENSP00000260356,9606.ENSP00000263726,9606.ENSP00000282397,9606.ENSP00000285407,9606.ENSP00000287820,9606.ENSP00000295666,9606.ENSP00000296522,9606.ENSP00000305422,9606.ENSP00000313437,9606.ENSP00000323856,9606.ENSP00000341198,9606.ENSP00000341289,9606.ENSP00000346032,9606.ENSP00000356030,9606.ENSP00000361405,9606.ENSP00000365280,9606.ENSP00000365569,9606.ENSP00000366109,9606.ENSP00000369703,9606.ENSP00000379683,9606.ENSP00000386881,9606.ENSP00000412237,9606.ENSP00000413720,9606.ENSP00000416293,9606.ENSP00000433760,9606.ENSP00000444408,9606.ENSP00000447730,9606.ENSP00000469240,9606.ENSP00000482027,9606.ENSP00000484710,9606.ENSP00000498879,9606.ENSP00000499131	FSTL3,EGR1,SERPINF1,POU5F1,THBS1,LHX4,FLT1,KLF10,PPARG,IGFBP7,HPGD,CEBPB,MMP19,PLEC,NEO1,TUBB4B,ANXA2,CD55,MMP9,ID1,FLOT1,ANXA1,TUBB2A,CYP19A1,DYSF,IL10,CDKN1C,SLC2A1,BANF1,SLC1A5,CD63,CHMP2A,NR4A3,EPOP,CD59,ZNF394
PMID:36304125	(2022) Single-cell transcriptome profiling reveals heterogeneous neutrophils with prognostic values in sepsis.	18	44	0.74	0.0036	9606.ENSP00000216797,9606.ENSP00000219022,9606.ENSP00000220166,9606.ENSP00000221515,9606.ENSP00000225275,9606.ENSP00000256637,9606.ENSP00000260356,9606.ENSP00000273550,9606.ENSP00000284981,9606.ENSP00000290691,9606.ENSP00000330959,9606.ENSP00000355996,9606.ENSP00000357726,9606.ENSP00000358165,9606.ENSP00000360871,9606.ENSP00000361405,9606.ENSP00000479536,9606.ENSP00000481570	NFKBIA,OLFM4,CTSH,RETN,MPO,SORT1,THBS1,FTH1,APP,RGL4,IL1R2,G0S2,S100A12,FCGR1A,FCN1,MMP9,CD177,TNFAIP3
PMID:17880733	(2007) Gene expression profiling reveals effects of Cimicifuga racemosa (L.) NUTT. (black cohosh) on the estrogen receptor positive human breast cancer cell line MCF-7.	25	86	0.59	0.0036	9606.ENSP00000003100,9606.ENSP00000209728,9606.ENSP00000216037,9606.ENSP00000239938,9606.ENSP00000249356,9606.ENSP00000253063,9606.ENSP00000253462,9606.ENSP00000259874,9606.ENSP00000261507,9606.ENSP00000263734,9606.ENSP00000273550,9606.ENSP00000296370,9606.ENSP00000301019,9606.ENSP00000301633,9606.ENSP00000305422,9606.ENSP00000307305,9606.ENSP00000348838,9606.ENSP00000360025,9606.ENSP00000368458,9606.ENSP00000377845,9606.ENSP00000380070,9606.ENSP00000384849,9606.ENSP00000409555,9606.ENSP00000448665,9606.ENSP00000498476	CYP51A1,CDC6,XBP1,EGR1,DNAJB9,SESN2,GINS2,IER3,MSMO1,EPAS1,FTH1,S100P,CDT1,BIRC5,CEBPB,DDIT4,UBE2C,GADD45A,PCNA,ASNS,GAPDH,CDKN1A,HERPUD1,DDIT3,MAP1LC3B
PMID:32673538	(2020) Meta-Analysis of Leukocyte Diversity in Atherosclerotic Mouse Aortas.	33	142	0.49	0.0037	9606.ENSP00000221978,9606.ENSP00000224784,9606.ENSP00000236671,9606.ENSP00000236826,9606.ENSP00000254301,9606.ENSP00000262407,9606.ENSP00000268638,9606.ENSP00000278865,9606.ENSP00000287820,9606.ENSP00000297258,9606.ENSP00000303208,9606.ENSP00000303920,9606.ENSP00000305422,9606.ENSP00000312027,9606.ENSP00000330825,9606.ENSP00000345344,9606.ENSP00000354995,9606.ENSP00000357709,9606.ENSP00000358165,9606.ENSP00000364802,9606.ENSP00000376678,9606.ENSP00000379097,9606.ENSP00000381448,9606.ENSP00000384886,9606.ENSP00000386165,9606.ENSP00000398632,9606.ENSP00000412237,9606.ENSP00000440864,9606.ENSP00000454071,9606.ENSP00000455897,9606.ENSP00000477908,9606.ENSP00000496959,9606.ENSP00000501245	NKG7,ACTA2,CTSD,MMP8,LGALS3,ITGA2B,IRF8,MS4A3,PPARG,FABP5,PCSK9,MZB1,CEBPB,CD7,IFITM1,CTSL,ABCG1,S100A6,FCGR1A,HSPA1A,TAGLN,AREG,CST3,IFI30,CEBPD,CD44,IL10,NR4A1,LDLR,MRC1,CCL3,ITGAM,CD1D
PMID:36792627	(2023) Retinoids stored locally in the lung are required to attenuate the severity of acute lung injury in male mice.	32	135	0.5	0.0038	9606.ENSP00000218388,9606.ENSP00000220772,9606.ENSP00000224356,9606.ENSP00000224784,9606.ENSP00000225964,9606.ENSP00000239223,9606.ENSP00000239938,9606.ENSP00000243077,9606.ENSP00000252818,9606.ENSP00000254722,9606.ENSP00000262662,9606.ENSP00000263735,9606.ENSP00000293230,9606.ENSP00000295633,9606.ENSP00000295666,9606.ENSP00000297785,9606.ENSP00000330341,9606.ENSP00000331831,9606.ENSP00000340736,9606.ENSP00000355996,9606.ENSP00000363804,9606.ENSP00000373574,9606.ENSP00000376678,9606.ENSP00000380070,9606.ENSP00000384849,9606.ENSP00000386165,9606.ENSP00000440864,9606.ENSP00000442756,9606.ENSP00000444839,9606.ENSP00000450527,9606.ENSP00000482841,9606.ENSP00000497642	TIMP1,SFRP1,CYP26A1,ACTA2,COL1A1,DUSP1,EGR1,LRP1,JUND,SERPINF1,CDKN2C,EPCAM,CYGB,FSTL1,IGFBP7,ALDH1A1,SOCS3,GAS6,GYG1,G0S2,KLF4,ACVRL1,TAGLN,GAPDH,CDKN1A,CEBPD,NR4A1,FXYD6,FXYD5,HOPX,CRABP2,LPL
PMID:37391405	(2023) Single cell transcriptomics identifies distinct profiles in pediatric acute respiratory distress syndrome.	26	93	0.57	0.0038	9606.ENSP00000218388,9606.ENSP00000221515,9606.ENSP00000259396,9606.ENSP00000259874,9606.ENSP00000260356,9606.ENSP00000263735,9606.ENSP00000265077,9606.ENSP00000265462,9606.ENSP00000291568,9606.ENSP00000309124,9606.ENSP00000342082,9606.ENSP00000351671,9606.ENSP00000357726,9606.ENSP00000360871,9606.ENSP00000362108,9606.ENSP00000378163,9606.ENSP00000379097,9606.ENSP00000384886,9606.ENSP00000387187,9606.ENSP00000398632,9606.ENSP00000412237,9606.ENSP00000477908,9606.ENSP00000479536,9606.ENSP00000480558,9606.ENSP00000481114,9606.ENSP00000481570	TIMP1,RETN,ORM1,IER3,THBS1,EPCAM,VCAN,PRDX5,CSTB,OLR1,SLPI,CCL20,S100A12,FCN1,LCN2,RPL34,AREG,IFI30,SERF2,CD44,IL10,CCL3,CD177,CCL3L1,FOLR3,TNFAIP3
PMID:36263038	(2022) Distinct responses of newly identified monocyte subsets to advanced gastrointestinal cancer and COVID-19.	24	80	0.6	0.0038	9606.ENSP00000164227,9606.ENSP00000216797,9606.ENSP00000221515,9606.ENSP00000261267,9606.ENSP00000265077,9606.ENSP00000273550,9606.ENSP00000279022,9606.ENSP00000296028,9606.ENSP00000297689,9606.ENSP00000313967,9606.ENSP00000330825,9606.ENSP00000357709,9606.ENSP00000357726,9606.ENSP00000363770,9606.ENSP00000363773,9606.ENSP00000363804,9606.ENSP00000364597,9606.ENSP00000366525,9606.ENSP00000386165,9606.ENSP00000399700,9606.ENSP00000413720,9606.ENSP00000435844,9606.ENSP00000477908,9606.ENSP00000481570	BCL3,NFKBIA,RETN,LYZ,VCAN,FTH1,MYL9,PPBP,NFIL3,C1QB,IFITM1,S100A6,S100A12,C1QC,C1QA,KLF4,PADI4,FTL,CEBPD,PLAC8,CDKN1C,MS4A6A,CCL3,TNFAIP3
PMID:36686780	(2022) Quantitative tissue proteome profile reveals neutrophil degranulation and remodeling of extracellular matrix proteins in early stage gallbladder cancer.	17	39	0.77	0.0038	9606.ENSP00000216336,9606.ENSP00000231751,9606.ENSP00000234347,9606.ENSP00000244336,9606.ENSP00000264908,9606.ENSP00000279022,9606.ENSP00000357721,9606.ENSP00000361405,9606.ENSP00000362108,9606.ENSP00000372136,9606.ENSP00000376678,9606.ENSP00000446007,9606.ENSP00000446955,9606.ENSP00000447730,9606.ENSP00000466090,9606.ENSP00000496494,9606.ENSP00000496959	CTSG,LTF,PRTN3,CEACAM8,ANXA3,MYL9,S100A8,MMP9,LCN2,DEFA1B,TAGLN,VIM,MYL6,CD63,ELANE,TPM2,ITGAM
